Beach Name,Month,Year,tavg,tmin,tmax,prcp,wdir,wspd,pres,Footfall,Wave Height (m),Ocean Currents (m/s),Swell Height (m),Storm Surge,Tsunami Alerts,Humidity (%),UV Index,Risk Score,Risk
Kovalam Beach,Jan,2023,0.656184486,0.582020997,0.557377049,0.031256839,0.804116844,0.068149718,0.730082418,0.818181818,0.235294118,0.323529412,0.4,0,0,0.628571429,0.428571429,0.201145817,Low
Baga Beach,Oct,2023,0.673654787,0.767716535,0.623695976,0.039016335,0.511541152,0.318149718,0.712225275,0.363636364,0.235294118,0.323529412,0.266666667,0,0,0.4,0.285714286,0.123689653,Low
Kovalam Beach,Nov,2023,0.740740741,0.733595801,0.593889717,0.122420963,0.549412117,0.062146893,0.65728022,0.636363636,0.294117647,0.397058824,0.466666667,0,0,0.342857143,0.428571429,0.184611121,Low
Kovalam Beach,Apr,2023,0.856044724,0.835301837,0.733979136,0.042577744,0.825966759,0.109816384,0.566620879,0.363636364,0.411764706,0.507352941,0.6,0,0,0.628571429,0.571428571,0.169629588,Low
Dhanushkodi Beach,Jun,2023,0.900069881,0.849081365,0.816691505,0.02944629,0.618592412,0.745409605,0.423076923,0.090909091,0.764705882,0.544117647,0.733333333,1,1,0.485714286,0.571428571,0.767533785,High
Mandarmani Beach,Nov,2023,0.438155136,0.429133858,0.459016393,0.010604644,0.348133098,0.291666667,0.894230769,0.727272727,0.176470588,0.397058824,0.466666667,1,0,0.2,0.571428571,0.470792865,Medium
Tarkarli Beach,Sep,2022,0.520614955,0.700131234,0.286885246,0.285708601,0.817306732,0.367937853,0.525412088,0.272727273,0.352941176,0.433823529,0.466666667,0,0,0.371428571,0.285714286,0.13900134,Low
Marina Beach,May,2022,0.853948288,0.884514436,0.899403875,0.044428085,0.592545715,0.270480226,0.228021978,0.272727273,0.588235294,0.691176471,0.866666667,1,0,0.485714286,0.714285714,0.473804339,Medium
Baga Beach,Nov,2022,0.634521314,0.640419948,0.658718331,0.001333042,0.260067282,0.164194915,0.694368132,0.727272727,0.529411765,0.470588235,0.466666667,0,0,0.257142857,0.142857143,0.215115119,Low
Alleppey Beach,Nov,2023,0.576519916,0.680446194,0.605067064,0.154652713,0.271192086,0.212923729,0.701236264,0.727272727,0.411764706,0.213235294,0.533333333,0,1,0.114285714,0.285714286,0.517565266,Medium
Gokarna Beach,Sep,2022,0.529000699,0.645013123,0.418032787,0.32888323,0.774905905,0.284251412,0.493818681,0.181818182,0.294117647,0.360294118,0.4,0,0,0.485714286,0.285714286,0.114169767,Low
Puri Beach,Mar,2023,0.634521314,0.607611549,0.631892697,0.053023219,0.564933551,0.362641243,0.764423077,0.545454545,0.470588235,0.433823529,0.6,0,0,0.171428571,0.857142857,0.200359288,Low
Tarkarli Beach,Jun,2022,0.573724668,0.780839895,0.288375559,0.459660572,0.6877394,0.326271186,0.399038462,0.181818182,0.882352941,0.617647059,0.866666667,1,1,0.485714286,0.428571429,0.804036966,High
Baga Beach,Apr,2023,0.78197065,0.807742782,0.730253353,0.000198961,0.908703327,0.472810734,0.574862637,0.272727273,0.411764706,0.433823529,0.433333333,0,0,0.4,0.714285714,0.144903241,Low
Puri Beach,Jul,2023,0.809224319,0.921259843,0.63561848,0.166809256,0.558605069,0.393714689,0.01510989,0,0.823529412,0.580882353,0.933333333,1,1,0.742857143,0.571428571,0.770083837,High
Gokarna Beach,Apr,2023,0.806429071,0.789370079,0.702682563,0.002248264,0.856743164,0.413841808,0.558379121,0.454545455,0.352941176,0.397058824,0.433333333,0,0,0.142857143,0.714285714,0.162159491,Low
Alleppey Beach,Jan,2023,0.524109015,0.487532808,0.631892697,0.02516862,0.124204776,0.194562147,0.756868132,0.818181818,0.588235294,0.544117647,0.5,1,1,0.371428571,0.285714286,0.843960132,High
Dhanushkodi Beach,Sep,2022,0.745632425,0.877952756,0.638599106,0.020353753,0.572494421,0.643714689,0.483516484,0.363636364,0.294117647,0.360294118,0.333333333,0,0,0.542857143,0.142857143,0.133330064,Low
Agonda Beach,Jan,2022,0.651991614,0.485564304,0.722801788,5.97E-05,0.521533491,0.295550847,0.771291209,0.727272727,0.076470588,0.117647059,0.453333333,0,1,0.655428571,0.487142857,0.487758596,Medium
Agonda Beach,Dec,2023,0.705101328,0.732939633,0.814456036,0.003979228,0.163974286,0.431850282,0.712912088,0.818181818,0.494117647,0.161764706,0.226666667,1,1,0.576,0.505714286,0.806257925,High
Diu Beach,Feb,2023,0.519916143,0.375984252,0.691505216,0,0.527495587,0.480579096,0.901785714,0.545454545,0.235294118,0.323529412,0.333333333,0,0,0.2,0.571428571,0.158561416,Low
Alleppey Beach,Oct,2022,0.510831586,0.627952756,0.529061103,0.178488291,0.607400993,0.098870056,0.656593407,0.454545455,0.705882353,0.691176471,0.333333333,0,1,0.314285714,0.357142857,0.521154838,Medium
Puri Beach,Nov,2022,0.457721873,0.413385827,0.462742176,0,0.084335343,0.154661017,0.823489011,0.636363636,0.352941176,0.323529412,0.433333333,0,0,0.342857143,0.714285714,0.187044409,Low
Baga Beach,Jun,2022,0.619846261,0.708661417,0.502235469,0.597282187,0.766345802,0.225282486,0.396291209,0.090909091,0.823529412,0.507352941,0.666666667,1,0,0.542857143,0.857142857,0.458176845,Medium
Gokarna Beach,May,2022,0.688329839,0.74671916,0.625186289,0.244384314,0.829230923,0.336158192,0.341346154,0.363636364,0.411764706,0.470588235,0.533333333,1,0,0.4,0.571428571,0.445312385,Medium
Marina Beach,Sep,2023,0.73025856,0.774934383,0.770491803,0.143908796,0.678413217,0.383121469,0.394230769,0.181818182,0.529411765,0.617647059,0.8,0,0,0.485714286,0.428571429,0.167310662,Low
Palolem Beach,Oct,2023,0.7267645,0.765748031,0.740685544,0.06297129,0.426772808,0.308968927,0.721840659,0.363636364,0.411764706,0.360294118,0.533333333,0,0,0.4,0.571428571,0.158217021,Low
Diu Beach,Jun,2022,0.756813417,0.914041995,0.664679583,0.038857166,0.709189621,0.59039548,0.210164835,0.181818182,0.588235294,0.544117647,0.666666667,1,0,0.485714286,0.428571429,0.43881471,Medium
Dhanushkodi Beach,Jan,2023,0.580013976,0.565616798,0.430700447,0.010783709,0,0.654661017,0.822802198,0.545454545,0.235294118,0.286764706,0.333333333,0,0,0.428571429,0.285714286,0.154886324,Low
Diu Beach,Jul,2023,0.675751223,0.850393701,0.468703428,0.286186109,0.789627952,0.936087571,0.201923077,0.090909091,0.588235294,0.507352941,0.666666667,1,1,0.628571429,0.285714286,0.749115363,High
Dhanushkodi Beach,May,2023,0.832983927,0.841207349,0.697466468,0.082091482,0.629850448,0.686440678,0.535027473,0.181818182,0.588235294,0.507352941,0.666666667,1,0,0.2,0.857142857,0.444305713,Medium
Gokarna Beach,May,2023,0.84765898,0.827427822,0.696721311,0.028550964,0.899210605,0.49329096,0.563873626,0.363636364,0.470588235,0.507352941,0.533333333,1,0,0.342857143,0.571428571,0.450503572,Medium
Baga Beach,Jan,2023,0.531795947,0.49343832,0.618479881,0,0.504679746,0.451624294,0.807005495,0.727272727,0.235294118,0.286764706,0.333333333,0,0,0.228571429,0.142857143,0.176451453,Low
Agonda Beach,May,2023,0.977638015,0.880577428,0.859165425,0.00974911,0.956999634,0.542019774,0.588598901,0.272727273,0.205882353,0.279411765,0.366666667,0,0,0.586571429,0.238571429,0.111469332,Low
Palolem Beach,Apr,2023,0.92382949,0.778215223,0.859165425,0.000795846,0.870932285,0.453742938,0.582417582,0.454545455,0.470588235,0.433823529,0.6,0,0,0.371428571,0.857142857,0.187139545,Low
Mandarmani Beach,Aug,2022,0.674353599,0.829396325,0.491803279,0.255764907,0.555374213,0.30579096,0.048076923,0.272727273,0.411764706,0.544117647,0.6,0,0,0.628571429,0.285714286,0.154945243,Low
Puri Beach,Jun,2022,0.85115304,0.960629921,0.705663189,0.076799109,0.615794558,0.446327684,0.095467033,0.090909091,0.941176471,0.580882353,0.933333333,1,1,0.628571429,0.571428571,0.791360108,High
Baga Beach,Jul,2022,0.58490566,0.715879265,0.40685544,0.559399932,0.874163142,0.400070621,0.42032967,0.090909091,0.705882353,0.544117647,0.533333333,1,0,0.628571429,0.571428571,0.441476406,Medium
Candolim Beach,Jul,2022,0.58490566,0.715879265,0.40685544,0.559399932,0.874163142,0.400070621,0.42032967,0.181818182,0.705882353,0.544117647,0.533333333,1,0,0.628571429,0.571428571,0.45511277,Medium
Diu Beach,Oct,2023,0.753319357,0.761811024,0.842026826,0,0.649302202,0.43220339,0.754807692,0.454545455,0.352941176,0.360294118,0.333333333,0,0,0.314285714,0.428571429,0.154178767,Low
Alleppey Beach,Jan,2022,0.617051013,0.604330709,0.745901639,0.008913472,0.612330547,0.103813559,0.712912088,0.818181818,0.058823529,0.117647059,0.466666667,0,1,0.628571429,0.428571429,0.497884847,Medium
Baga Beach,Aug,2023,0.607267645,0.748687664,0.503725782,0.10582758,0.890184192,0.467161017,0.629807692,0.090909091,0.352941176,0.397058824,0.333333333,0,0,0.571428571,0.571428571,0.107470607,Low
Dhanushkodi Beach,Jun,2022,0.825995807,0.937664042,0.739940387,0.018364139,0.613696166,0.69809322,0.366758242,0.090909091,0.705882353,0.544117647,0.666666667,1,0,0.485714286,0.571428571,0.438425493,Medium
Tarkarli Beach,Aug,2022,0.531097135,0.750656168,0.219821162,0.324565767,0.857509243,0.583686441,0.424450549,0.181818182,0.470588235,0.507352941,0.6,0,0,0.428571429,0.142857143,0.145657514,Low
Kovalam Beach,Jan,2022,0.714185884,0.62992126,0.59538003,0.000994807,0.919728208,0.13559322,0.679258242,0.818181818,0.176470588,0.323529412,0.333333333,0,0,0.628571429,0.285714286,0.19049228,Low
Mandarmani Beach,May,2022,0.779175402,0.908792651,0.636363636,0.088776586,0.541518169,0.439971751,0.151098901,0.181818182,0.235294118,0.470588235,0.466666667,0,0,0.485714286,0.714285714,0.119848025,Low
Candolim Beach,Nov,2022,0.634521314,0.640419948,0.658718331,0.001333042,0.260067282,0.164194915,0.694368132,0.272727273,0.529411765,0.470588235,0.466666667,0,0,0.257142857,0.142857143,0.146933301,Low
Puri Beach,Apr,2022,0.765199161,0.892388451,0.632637854,0.000198961,0.622023116,0.552259887,0.427197802,0.363636364,0.470588235,0.433823529,0.666666667,0,0,0.342857143,0.857142857,0.175760793,Low
Kovalam Beach,Oct,2022,0.645702306,0.68175853,0.518628912,0.1903066,0.890184192,0.201271186,0.62293956,0.363636364,0.294117647,0.397058824,0.466666667,0,0,0.485714286,0.428571429,0.147044312,Low
Alleppey Beach,Sep,2022,0.537386443,0.668635171,0.555886736,0.12986212,0.923558605,0.189971751,0.618131868,0.272727273,0.588235294,0.654411765,0,0,1,0.257142857,0.285714286,0.463387887,Medium
Marina Beach,Feb,2022,0.506638714,0.517716535,0.479135618,0.001412626,0.181094494,0.195974576,0.768543956,0.727272727,0.352941176,0.470588235,0.6,0,0,0.057142857,0.571428571,0.212730504,Low
Baga Beach,Dec,2023,0.670859539,0.653543307,0.739195231,0,0.259600973,0.357344633,0.723214286,1,0.117647059,0.25,0.2,0,0,0.228571429,0,0.195723801,Low
Puri Beach,Aug,2023,0.805730259,0.887795276,0.676602086,0.204731303,0.729973687,0.40960452,0.171016484,0.090909091,0.588235294,0.507352941,0.733333333,0,0,0.628571429,0.428571429,0.149319176,Low
Candolim Beach,Feb,2022,0.533892383,0.507217848,0.574515648,0,0.931585784,0.239053672,0.679258242,0.454545455,0.294117647,0.25,0.4,0,0,0.257142857,0.428571429,0.143393187,Low
Dhanushkodi Beach,Apr,2023,0.84765898,0.82152231,0.791356185,0.056704005,0.385537754,0.439618644,0.581730769,0.272727273,0.470588235,0.397058824,0.533333333,1,0,0.228571429,0.714285714,0.431646255,Medium
Mandarmani Beach,May,2023,0.818308875,0.903543307,0.715350224,0.040687611,0.553242514,0.614053672,0.388049451,0.181818182,0.352941176,0.617647059,0.533333333,1,0,0.485714286,0.714285714,0.423696126,Medium
Dhanushkodi Beach,Sep,2023,0.798043326,0.754593176,0.726527571,0.017906528,0.621456883,0.909957627,0.521291209,0.363636364,0.352941176,0.397058824,0.4,0,0,0.485714286,0.142857143,0.145211063,Low
Agonda Beach,Oct,2022,0.715583508,0.656167979,0.602086438,0.070671097,0.400359724,0.221398305,0.640796703,0.363636364,0.858823529,0.669117647,0.34,0,1,0.347142857,0.357142857,0.517847966,Medium
Mandarmani Beach,Mar,2023,0.529000699,0.550524934,0.507451565,0.039215296,0.639842787,0.38700565,0.750686813,0.363636364,0.176470588,0.470588235,0.4,1,0,0.2,0.571428571,0.417436901,Medium
Marina Beach,Mar,2023,0.617051013,0.637795276,0.599850969,0.028431587,0.280218499,0.375706215,0.750686813,0.545454545,0.470588235,0.617647059,0.733333333,0,0,0.2,0.714285714,0.215680506,Low
Mandarmani Beach,Aug,2023,0.72327044,0.851706037,0.564083458,0.207556555,0.650168204,0.587923729,0.098214286,0.272727273,0.470588235,0.617647059,0.666666667,1,0,0.628571429,0.285714286,0.448928574,Medium
Palolem Beach,Dec,2022,0.798043326,0.499343832,0.80923994,0.008157418,0.076841088,0.236581921,0.674450549,0.636363636,0.117647059,0.25,0.333333333,0,0,0.257142857,0.285714286,0.151406028,Low
Baga Beach,Nov,2023,0.689727463,0.727034121,0.692995529,0.036012017,0.33101289,0.303319209,0.710164835,0.727272727,0.176470588,0.286764706,0.233333333,0,0,0.285714286,0.142857143,0.166262882,Low
Baga Beach,Dec,2022,0.610761705,0.603018373,0.665424739,0.00974911,0.305565733,0.188206215,0.677884615,1,0.117647059,0.213235294,0.133333333,0,0,0.2,0,0.188463727,Low
Marina Beach,Jun,2022,0.835779175,0.854986877,0.909090909,0.06193669,0.622689272,0.229872881,0.260302198,0.090909091,0.705882353,0.764705882,0.933333333,1,1,0.628571429,0.428571429,0.781147673,High
Diu Beach,Jul,2022,0.649196366,0.846456693,0.441132638,0.234774477,0.771042201,0.855225989,0.157967033,0.090909091,0.529411765,0.507352941,0.6,1,1,0.628571429,0.285714286,0.739154076,High
Kovalam Beach,Oct,2023,0.7092942,0.702755906,0.584947839,0.42295219,0.78436532,0.109816384,0.722527473,0.363636364,0.352941176,0.433823529,0.533333333,0,0,0.485714286,0.571428571,0.164075372,Low
Baga Beach,Oct,2022,0.589098532,0.679133858,0.557377049,0.047691053,0.531625754,0.165254237,0.634615385,0.363636364,0.235294118,0.286764706,0.3,0,0,0.371428571,0.285714286,0.121272076,Low
Agonda Beach,Jan,2023,0.739343117,0.402887139,0.742175857,0,0.461912534,0.451624294,0.798763736,0.727272727,0.623529412,0.514705882,0.473333333,1,1,0.352857143,0.271428571,0.831415937,High
Puri Beach,Mar,2022,0.651991614,0.651574803,0.646050671,0.000576988,0.568264331,0.302259887,0.581043956,0.545454545,0.411764706,0.397058824,0.533333333,0,0,0.142857143,0.714285714,0.184813596,Low
Kovalam Beach,Dec,2023,0.768693222,0.809711286,0.639344262,0.088060325,0.784465243,0.068149718,0.64217033,0.636363636,0.235294118,0.360294118,0.4,0,0,0.485714286,0.285714286,0.17296548,Low
Alleppey Beach,May,2022,0.585604472,0.734908136,0.508941878,0.400111418,0.687639476,0.124646893,0.476648352,0.181818182,0.117647059,0.433823529,0.466666667,0,0,0.2,0.285714286,0.105129725,Low
Baga Beach,Apr,2022,0.797344514,0.777559055,0.74366617,0.036270667,0.900143224,0.195621469,0.524038462,0.272727273,0.352941176,0.360294118,0.4,0,0,0.342857143,0.714285714,0.131899356,Low
Agonda Beach,Nov,2023,0.725366876,0.734908136,0.769746647,0.093909791,0.107750724,0.32450565,0.710164835,0.818181818,0.317647059,0.176470588,0.54,0,1,0.116285714,0.294285714,0.521811306,Medium
Alleppey Beach,Aug,2022,0.510831586,0.696850394,0.384500745,0.301267384,0.958098791,0.263418079,0.539148352,0.181818182,0.294117647,0.066176471,0.533333333,0,0,0.542857143,0.142857143,0.101276517,Low
Dhanushkodi Beach,Jul,2022,0.78895877,0.87007874,0.719821162,0.072322477,0.593544949,0.48940678,0.37293956,0.181818182,0.647058824,0.507352941,0.6,1,1,0.628571429,0.428571429,0.760696208,High
Kovalam Beach,Mar,2022,0.766596785,0.730971129,0.666169896,0.041065637,0.876428072,0.153601695,0.555631868,0.545454545,0.294117647,0.360294118,0.466666667,0,0,0.342857143,0.571428571,0.169265258,Low
Palolem Beach,Sep,2023,0.742837177,0.721128609,0.601341282,0.367282784,0.848616061,0.40960452,0.548763736,0.181818182,0.470588235,0.397058824,0.6,0,0,0.514285714,0.428571429,0.1451518,Low
Mandarmani Beach,Oct,2022,0.573724668,0.672572178,0.468703428,0.094407194,0.430636512,0.204096045,0.609203297,0.545454545,0.235294118,0.397058824,0.466666667,0,0,0.342857143,0.428571429,0.166220456,Low
Candolim Beach,Jun,2023,0.716981132,0.845800525,0.632637854,0.267941346,0.741598108,0.519774011,0.488324176,0,0.529411765,0.507352941,0.5,0,0,0.542857143,0.571428571,0.125062653,Low
Marina Beach,Feb,2023,0.479385045,0.469160105,0.505961252,0,0.175398861,0.280720339,0.850274725,0.727272727,0.411764706,0.544117647,0.666666667,0,0,0.057142857,0.571428571,0.226428536,Low
Gokarna Beach,Feb,2023,0.585604472,0.467191601,0.749627422,0,0.191319988,0.316031073,0.678571429,0.636363636,0.294117647,0.323529412,0.4,0,0,0.285714286,0.428571429,0.176071853,Low
Mandarmani Beach,Jan,2023,0.148148148,0.101049869,0.18852459,0.003859852,0.384338674,0.264830508,0.993818681,0.545454545,0.058823529,0.323529412,0.266666667,1,0,0.485714286,0.428571429,0.420621101,Medium
Tarkarli Beach,Dec,2022,0.603074773,0.614173228,0.616244411,0.014822626,0.382173667,0.283545198,0.6875,0.636363636,0.235294118,0.323529412,0.366666667,0,0,0.142857143,0.428571429,0.168263006,Low
Diu Beach,Aug,2023,0.671558351,0.840551181,0.585692996,0.011619347,0.765446491,0.917019774,0.427884615,0.181818182,0.411764706,0.433823529,0.466666667,0,0,0.542857143,0.142857143,0.127796753,Low
Dhanushkodi Beach,Jan,2022,0.621243885,0.764435696,0.499254844,0.07142715,0.083935649,0.51059322,0.755494505,0.545454545,0.176470588,0.25,0.266666667,0,0,0.485714286,0.285714286,0.144886499,Low
Palolem Beach,Apr,2022,1,0.843175853,0.915052161,0.016852032,0.856843087,0.235875706,0.535027473,0.454545455,0.411764706,0.397058824,0.533333333,0,0,0.342857143,0.714285714,0.172922638,Low
Agonda Beach,Aug,2023,0.773584906,0.73687664,0.607302534,0.094924494,0.924890917,0.417019774,0.647664835,0.090909091,0.623529412,0.757352941,0.453333333,0,1,0.566,0.482857143,0.475040742,Medium
Kovalam Beach,Dec,2022,0.661076171,0.630577428,0.564083458,0.076242017,0.810778403,0.108403955,0.608516484,0.636363636,0.176470588,0.323529412,0.333333333,0,0,0.485714286,0.428571429,0.164575979,Low
Puri Beach,Apr,2023,0.805031447,0.81167979,0.816691505,0.01253457,0.635346235,0.344632768,0.524038462,0.363636364,0.529411765,0.470588235,0.733333333,0,0,0.371428571,1,0.188174228,Low
Candolim Beach,Jan,2022,0.475890985,0.482283465,0.511922504,0.000457611,0.611564467,0.226341808,0.780906593,0.727272727,0.176470588,0.323529412,0.333333333,0,0,0.2,0.285714286,0.173924964,Low
Mandarmani Beach,Apr,2022,0.751222921,0.884514436,0.614008942,0.007421261,0.571728342,0.532132768,0.382554945,0.272727273,0.176470588,0.397058824,0.4,0,0,0.342857143,0.714285714,0.120533506,Low
Agonda Beach,Apr,2023,0.92382949,0.778215223,0.859165425,0.000795846,0.870932285,0.453742938,0.582417582,0.272727273,0.488235294,0.676470588,0.8,1,0,0.165714286,0.384285714,0.456687406,Medium
Baga Beach,Jun,2023,0.716981132,0.845800525,0.632637854,0.267941346,0.741598108,0.519774011,0.488324176,0.090909091,0.529411765,0.507352941,0.5,0,0,0.542857143,0.571428571,0.138699016,Low
Candolim Beach,Aug,2023,0.607267645,0.748687664,0.503725782,0.10582758,0.890184192,0.467161017,0.629807692,0.090909091,0.352941176,0.397058824,0.333333333,0,0,0.571428571,0.571428571,0.107470607,Low
Palolem Beach,Jun,2022,0.732354997,0.751312336,0.575260805,0.63269732,0.744695733,0.266949153,0.429945055,0.090909091,0.823529412,0.544117647,0.866666667,1,1,0.628571429,0.428571429,0.786118109,High
Agonda Beach,Mar,2023,0.883997205,0.553149606,0.90685544,0.00366089,0.609532692,0.53460452,0.692994505,0.363636364,0.182352941,0.647058824,0.313333333,1,1,0.112571429,0.384285714,0.740776486,High
Marina Beach,Oct,2022,0.594689029,0.673228346,0.566318927,0.153976244,0.47180495,0.171610169,0.572115385,0.363636364,0.352941176,0.470588235,0.6,0,0,0.342857143,0.571428571,0.162286105,Low
Alleppey Beach,Jul,2022,0.519217331,0.70144357,0.409090909,0.195937208,0.999034074,0.24470339,0.551510989,0.090909091,0.147058824,0.617647059,0.1,0,0,0.4,0.428571429,0.088145374,Low
Alleppey Beach,Mar,2022,0.688329839,0.682414698,0.764530551,0.035116691,0.627152516,0.106991525,0.587912088,0.272727273,0.088235294,0.838235294,0.533333333,1,0,0.285714286,0.571428571,0.423241255,Medium
Tarkarli Beach,May,2023,0.818308875,0.900918635,0.748882265,0.001870237,0.957132865,0.652189266,0.584478022,0.272727273,0.588235294,0.580882353,0.733333333,1,0,0.342857143,0.714285714,0.463655945,Medium
Marina Beach,Jul,2022,0.737246681,0.794619423,0.745901639,0.102365651,0.680245145,0.250353107,0.269917582,0,0.647058824,0.691176471,0.866666667,1,1,0.771428571,0.285714286,0.755171289,High
Marina Beach,Jan,2023,0.428371768,0.465223097,0.378539493,0.002884941,0.086933351,0.311793785,0.907967033,0.909090909,0.352941176,0.470588235,0.6,0,0,0.2,0.571428571,0.243285299,Low
Diu Beach,Jan,2023,0.319357093,0.200787402,0.359910581,0,0.36155614,0.502471751,0.975274725,0.636363636,0.176470588,0.25,0.266666667,0,0,0.257142857,0.428571429,0.158584936,Low
Alleppey Beach,Apr,2022,0.644304682,0.742125984,0.724292101,0.166729671,0.195250308,0.071327684,0.572802198,0.363636364,0.470588235,0.470588235,0.733333333,1,0,0.485714286,0.428571429,0.457354056,Medium
Kovalam Beach,Sep,2023,0.668064291,0.69160105,0.505961252,0.307395396,0.939679579,0.210805085,0.622252747,0.181818182,0.470588235,0.470588235,0.6,0,0,0.628571429,0.428571429,0.148669497,Low
Puri Beach,Feb,2022,0.380153739,0.339895013,0.369597615,0.010584748,0.422709256,0.202683616,0.818681319,0.727272727,0.294117647,0.360294118,0.466666667,0,0,0.2,0.571428571,0.196681673,Low
Baga Beach,Jul,2023,0.538784067,0.73687664,0.326378539,0.82614751,0.833993938,0.729166667,0.514423077,0.090909091,0.647058824,0.470588235,0.6,1,1,0.657142857,0.428571429,0.761879096,High
Kovalam Beach,Feb,2023,0.707197764,0.658792651,0.576751118,0.003899644,0.944675749,0,0.710164835,0.727272727,0.294117647,0.397058824,0.466666667,0,0,0.485714286,0.571428571,0.199537918,Low
Mandarmani Beach,Jul,2023,0.729559748,0.880577428,0.549180328,0.166172579,0.469973021,0.663841808,0.055631868,0.181818182,0.588235294,0.691176471,0.733333333,1,0,0.771428571,0.428571429,0.45541007,Medium
Tarkarli Beach,Dec,2023,0.63312369,0.624015748,0.705663189,0,0.352962729,0.45480226,0.733516484,0.636363636,0.294117647,0.286764706,0.4,0,0,0.2,0.428571429,0.174375822,Low
Gokarna Beach,Sep,2023,0.589098532,0.711286089,0.413561848,0.265016613,0.75835193,0.395127119,0.54739011,0.181818182,0.352941176,0.360294118,0.433333333,0,0,0.428571429,0.285714286,0.119957652,Low
Alleppey Beach,Feb,2022,0.642208246,0.639107612,0.751117735,0.028710133,0.724977517,0.105579096,0.650412088,0.454545455,0.411764706,0.25,0.2,0,0,0.257142857,0.714285714,0.14664767,Low
Puri Beach,May,2022,0.837875611,0.916666667,0.705663189,0.0778735,0.55027812,0.467867232,0.153846154,0.272727273,0.588235294,0.507352941,0.8,1,0,0.485714286,0.714285714,0.460671619,Medium
Palolem Beach,Jan,2022,0.651991614,0.485564304,0.722801788,5.97E-05,0.521533491,0.295550847,0.771291209,0.727272727,0.176470588,0.286764706,0.333333333,0,0,0.257142857,0.285714286,0.172901369,Low
Gokarna Beach,Dec,2022,0.5639413,0.494094488,0.719076006,0.01655359,0.165906139,0.240819209,0.602335165,0.636363636,0.294117647,0.323529412,0.4,0,0,0.314285714,0.428571429,0.17550516,Low
Agonda Beach,Mar,2022,0.829489867,0.752624672,0.862891207,0.001094288,0.548412883,0.217867232,0.57760989,0.363636364,0.111764706,1,0.54,1,0,0.273428571,0.617142857,0.449507692,Medium
Marina Beach,Dec,2023,0.497554158,0.622703412,0.374813711,0.203637015,0.10585218,0.502118644,0.817994505,0.545454545,0.235294118,0.323529412,0.466666667,0,0,0.2,0.428571429,0.166118084,Low
Puri Beach,Feb,2023,0.491963662,0.459973753,0.534277198,0.00077595,0.553542284,0.359463277,0.848901099,0.727272727,0.352941176,0.397058824,0.533333333,0,0,0.228571429,0.714285714,0.210672871,Low
Marina Beach,Aug,2023,0.800139762,0.801181102,0.842026826,0.075227313,0.655430836,0.378531073,0.441620879,0.090909091,0.588235294,0.691176471,0.866666667,1,0,0.628571429,0.285714286,0.444524568,Medium
Tarkarli Beach,Oct,2022,0.541579315,0.661417323,0.426229508,0.072839776,0.446657563,0.233757062,0.648351648,0.454545455,0.294117647,0.397058824,0.4,0,0,0.285714286,0.428571429,0.153453772,Low
Baga Beach,Sep,2023,0.58490566,0.760498688,0.481371088,0.233978632,0.83729141,0.430437853,0.520604396,0.181818182,0.294117647,0.360294118,0.3,0,0,0.514285714,0.428571429,0.11109608,Low
Palolem Beach,Dec,2023,0.705101328,0.732939633,0.814456036,0.003979228,0.163974286,0.431850282,0.712912088,0.636363636,0.176470588,0.286764706,0.4,0,0,0.285714286,0.285714286,0.163537242,Low
Palolem Beach,Aug,2022,0.640810622,0.715223097,0.45752608,0.345934223,0.881490857,0.49329096,0.45260989,0.090909091,0.470588235,0.397058824,0.6,0,0,0.571428571,0.142857143,0.127068287,Low
Marina Beach,Apr,2022,0.793151642,0.827427822,0.772727273,0.006366765,0.443926323,0.25,0.518543956,0.363636364,0.470588235,0.617647059,0.733333333,0,0,0.342857143,0.857142857,0.188995765,Low
Alleppey Beach,Feb,2023,0.571628232,0.530839895,0.631147541,0.00809773,0.321819938,0.237641243,0.736263736,0.454545455,0.382352941,0.139705882,0.9,0,0,0.542857143,0.285714286,0.170205295,Low
Diu Beach,Jan,2022,0.292103424,0.219160105,0.292101341,0.000318338,0.308263665,0.424788136,0.929258242,0.636363636,0.117647059,0.176470588,0.2,0,0,0.342857143,0.428571429,0.146017421,Low
Diu Beach,May,2023,0.84416492,0.914698163,0.834575261,0.000955015,0.820337741,0.771892655,0.543269231,0.272727273,0.529411765,0.507352941,0.6,1,0,0.2,0.714285714,0.447019617,Medium
Kovalam Beach,Jul,2023,0.682040531,0.697506562,0.55514158,0.088836275,0.948106452,0.406073446,0.616071429,0,0.705882353,0.580882353,0.8,1,1,1,0.142857143,0.753480503,High
Gokarna Beach,Jul,2022,0.511530398,0.67191601,0.36438152,0.779610434,0.86223895,0.386299435,0.407967033,0,0.529411765,0.507352941,0.6,1,1,0.714285714,0.285714286,0.735367501,High
Gokarna Beach,Jan,2023,0.495457722,0.420603675,0.626676602,0.000636677,0.205109416,0.363347458,0.728708791,0.727272727,0.176470588,0.286764706,0.333333333,0,0,0.371428571,0.285714286,0.174092981,Low
Kovalam Beach,Apr,2022,0.7267645,0.757217848,0.675111773,0.084857046,0.688538787,0.145833333,0.529532967,0.363636364,0.352941176,0.470588235,0.533333333,0,0,0.628571429,0.714285714,0.162227202,Low
Baga Beach,Feb,2022,0.533892383,0.507217848,0.574515648,0,0.931585784,0.239053672,0.679258242,0.545454545,0.294117647,0.25,0.4,0,0,0.257142857,0.428571429,0.157029551,Low
